n,id,name,forename,surname,course,school,tutor,career,year,support,photo,username
1543,10812844,Cuong Phan,Cuong,Phan,BA Hons Geography with Business,Biosciences,Kevin Berry,UG,4,N,11,fgyxp0
1544,10131970,Elaine Phelan,Elaine,Phelan,BSc Hons Accounting and Business,Philosophy,Patricia Collins,UG,3,Y,48,abyze5
1545,10429380,Marion Pike,Marion,Pike,BA Hons Geography with Business,Biosciences,Joshua Clarke,UG,1,N,11,luydy7
1546,10111266,Ian Price,Ian,Price,MBA Business Administration,Biosciences,Joshua Clarke,UG,2,Y,17,zrydh0
1547,10462240,Clive Pyke,Clive,Pyke,BSc Hons Accounting and Business,Law,Andrew Allen,UG,1,N,23,zgyyx7
1548,10189620,Deborah Quilter,Deborah,Quilter,MSc Business and Management,Law,Andrew Allen,UG,1,N,33,zvynr7
1549,10319326,Ronald Ranson,Ronald,Ranson,MSc International Business,Business School,Kevin Berry,UG,2,N,2,cyymt2
1550,10679238,Paul Rhoden,Paul,Rhoden,MBA Business Administration,Politics and International Relations,Patricia Collins,PGT,1,N,41,bfyrw1
1551,10885990,Christopher Richardson,Christopher,Richardson,MSc International Business,Law,Kevin Berry,UG,2,N,29,ocynz0
1552,10969262,Keith Roberts,Keith,Roberts,MSc Business and Management,Politics and International Relations,Allison Chan,UG,1,N,17,lhyhw2
1553,10832909,Jennifer Robinson,Jennifer,Robinson,MSc International Business,Politics and International Relations,Frances Coady,UG,1,Y,39,mgywp7
1554,10986672,David Roy,David,Roy,MBA Business Administration,Business School,Andrew Allen,UG,3,N,7,gqyuo5
1555,10310107,Tanya Rudd,Tanya,Rudd,MBA Business Administration,Business School,Frances Coady,UG,1,N,32,vwyfv4
1556,10438066,Arif Sadiq,Arif,Sadiq,BSc Hons Accounting and Business,Politics and International Relations,Allison Chan,UG,1,N,13,zlyoj7
1557,10086060,Robert Sadler,Robert,Sadler,MSc International Business,Politics and International Relations,Andrew Allen,UG,4,N,43,gnylf9
1558,10809615,Christine Scott,Christine,Scott,BSc Hons Accounting and Business,Law,Kevin Berry,UG,3,N,8,jyyjq3
1559,10877157,James Seales,James,Seales,MSc International Business,Philosophy,Frances Coady,UG,3,N,27,xfyrl4
1560,10705704,Usman Sharif,Usman,Sharif,MSc International Business,Philosophy,Kevin Berry,UG,2,N,45,thypj7
1561,10013145,Heather Shelley,Heather,Shelley,BA Hons Geography with Business,Politics and International Relations,Frances Coady,UG,4,N,40,fzymd0
1562,10128908,Adam Silvester,Adam,Silvester,BA Hons Geography with Business,Law,Patricia Collins,UG,2,N,27,myyxw7
1563,10597114,Jane Simpson,Jane,Simpson,BSc Hons Agricultural Business Management,Business School,Simon Chew,UG,3,N,22,bfyxf6
1564,10634561,Claire Sipple,Claire,Sipple,MSc Business and Management,Law,Allison Chan,UG,4,N,44,vayir7
1565,10307775,Gregory Smith,Gregory,Smith,MSc Business and Management,Law,Simon Chew,UG,2,N,30,duylx5
1566,10395743,Roy Smith,Roy,Smith,BSc Hons Agricultural Business Management,Politics and International Relations,Kevin Berry,PGT,3,N,38,hvybp0
1567,10929509,Sarah Stevens,Sarah,Stevens,MSc Business and Management,Law,Allison Chan,UG,1,N,25,pbykf6
1568,10442185,Eleanor Stevenson,Eleanor,Stevenson,MSc Business and Management,Philosophy,Patricia Collins,UG,3,N,40,rkycb4
1569,10222834,Carol Stokes,Carol,Stokes,BA Hons Geography with Business,Law,Joshua Clarke,UG,2,N,41,tuydz1
1570,10083175,Keith Stott,Keith,Stott,MBA Business Administration,Biosciences,Allison Chan,UG,2,N,18,ftylv1
1571,10944264,Peter Sutton,Peter,Sutton,MSc Business and Management,Business School,Simon Chew,PGT,4,N,1,vwytm4
1572,10446402,Paul Tappin,Paul,Tappin,BSc Hons Agricultural Business Management,Politics and International Relations,Susan Burke,UG,1,N,3,tmyel5
1573,10894435,Dagmar Taylor,Dagmar,Taylor,MSc Business and Management,Business School,Frances Coady,UG,1,N,21,jwyag5
1574,10760744,Muriel Taylor,Muriel,Taylor,BSc Hons Accounting and Business,Politics and International Relations,Simon Chew,UG,1,N,15,btyyn2
1575,10916705,Brett Taylor,Brett,Taylor,BSc Hons Accounting and Business,Law,Simon Chew,UG,2,N,12,iiysv3
1576,10125547,Ian Thomson,Ian,Thomson,MSc International Business,Philosophy,Patricia Collins,PGT,1,N,48,ogyqw0
1577,10429250,Michelle Toms,Michelle,Toms,MSc Business and Management,Biosciences,Patricia Collins,UG,1,Y,30,uxywb8
1578,10428678,Simon Torpey,Simon,Torpey,BSc Hons Accounting and Business,Biosciences,Patricia Collins,UG,1,N,8,ijyrp3
1579,10169835,Stella Vaughan,Stella,Vaughan,MBA Business Administration,Philosophy,Andrew Allen,UG,1,N,44,cpyaz9
1580,10867673,Anthony Vaughan,Anthony,Vaughan,BSc Hons Accounting and Business,Business School,Patricia Collins,PGT,2,N,30,lfygl2
1581,10579255,Georgina Visser,Georgina,Visser,BSc Hons Agricultural Business Management,Biosciences,Joshua Clarke,UG,2,N,31,qiynd7
1582,10445600,James Walker,James,Walker,BA Hons Geography with Business,Law,Kevin Berry,UG,1,N,45,uzybv1
1583,10342957,Peter Ward,Peter,Ward,MBA Business Administration,Biosciences,Kevin Berry,UG,3,N,29,ruywb3
1584,10108005,Nichola Watson,Nichola,Watson,BSc Hons Agricultural Business Management,Politics and International Relations,Joshua Clarke,UG,3,N,50,tyyfj7
1585,10064216,Johannah Welsh,Johannah,Welsh,MSc Business and Management,Philosophy,Simon Chew,PGT,3,N,33,tgybh1
1586,10875751,David Wheaton,David,Wheaton,BA Hons Geography with Business,Law,Frances Coady,PGT,3,N,23,ubycr2
1587,10155087,Rebecca Whitehead,Rebecca,Whitehead,BA Hons Geography with Business,Politics and International Relations,Patricia Collins,UG,2,N,16,wkyes7
1588,10261024,Wendy Whittle,Wendy,Whittle,BA Hons Geography with Business,Philosophy,Kevin Berry,PGT,1,N,7,hhywf7
1589,10531012,Julie Whitworth,Julie,Whitworth,MBA Business Administration,Law,Andrew Allen,PGT,3,Y,19,pgyyd1
1590,10231300,Ian Wilkinson,Ian,Wilkinson,BSc Hons Accounting and Business,Politics and International Relations,Allison Chan,UG,3,N,1,kayqi6
1591,10771193,Stephen Wilkinson,Stephen,Wilkinson,MSc Business and Management,Law,Joshua Clarke,UG,3,N,48,otyed4
1592,10085077,Leeana Williams,Leeana,Williams,BA Hons Geography with Business,Business School,Frances Coady,UG,2,N,14,qeywt8
1593,10552242,Caroline Wilson,Caroline,Wilson,BSc Hons Agricultural Business Management,Law,Patricia Collins,UG,2,N,35,doytr4
1594,10791035,Fo Wong,Fo,Wong,BSc Hons Agricultural Business Management,Biosciences,Andrew Allen,UG,4,N,2,qsykx0
1595,10120463,Richard Wood,Richard,Wood,MSc International Business,Politics and International Relations,Joshua Clarke,UG,1,N,50,pcycl1
1596,10503555,Andrew Wright,Andrew,Wright,MSc Business and Management,Philosophy,Frances Coady,UG,1,Y,42,udyzi5
1597,10090895,Annabella Wright,Annabella,Wright,MSc Business and Management,Philosophy,Joshua Clarke,UG,2,N,45,vlyts9
1598,10933660,Anne Wright,Anne,Wright,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,UG,1,N,34,wmywc3
1599,10064569,Kenneth Young,Kenneth,Young,MSc Business and Management,Business School,Simon Chew,PGT,1,N,24,dzymi0
1600,10675688,Xiaoping Zhang,Xiaoping,Zhang,BSc Hons Agricultural Business Management,Biosciences,Kate Beard,UG,1,N,2,iryka0
1601,10956335,Abdulwahab Ahmed,Abdulwahab,Ahmed,MSc Business and Management,Business School,Joshua Clarke,PGT,2,N,28,jryna6
1602,10888785,Shabana Ahmed,Shabana,Ahmed,MSc International Business,Politics and International Relations,Simon Chew,UG,3,N,21,jyyts8
1603,10827475,Barry Allen,Barry,Allen,BA Hons Geography with Business,Law,Susan Burke,PGT,1,N,43,acyht9
1604,10534664,Stephen Allen,Stephen,Allen,BA Hons Geography with Business,Politics and International Relations,Frances Coady,UG,3,N,34,wqyjs9
1605,10778978,Jeffery Allison,Jeffery,Allison,BSc Hons Agricultural Business Management,Business School,Simon Chew,PGT,3,N,5,tuykr5
1606,10890433,Geoffrey Andrew,Geoffrey,Andrew,BSc Hons Accounting and Business,Philosophy,Susan Burke,UG,3,Y,46,prydj2
1607,10706271,Gillian Ashcroft,Gillian,Ashcroft,MBA Business Administration,Law,Patricia Collins,PGT,1,N,8,qryxz8
1608,10085952,Stephen Bainbridge,Stephen,Bainbridge,MSc Business and Management,Law,Kevin Berry,UG,3,N,13,kjyms5
1609,10777771,Mark Barnes,Mark,Barnes,MBA Business Administration,Biosciences,Joshua Clarke,PGT,3,N,5,fgywc2
1610,10549826,Claire Beecroft,Claire,Beecroft,BA Hons Geography with Business,Philosophy,Allison Chan,PGT,1,N,36,pwyzc8
1611,10970731,Talita Bentley,Talita,Bentley,MBA Business Administration,Business School,Joshua Clarke,UG,2,N,29,rkyfs4
1612,10163276,Amanda Bernstein,Amanda,Bernstein,BSc Hons Agricultural Business Management,Politics and International Relations,Patricia Collins,UG,1,N,40,lsycv1
1613,10370100,Margaret Bird,Margaret,Bird,MBA Business Administration,Politics and International Relations,Andrew Allen,UG,3,N,28,vzyha4
1614,10001326,Rose Bloom,Rose,Bloom,BSc Hons Agricultural Business Management,Business School,Frances Coady,UG,2,N,37,kyyfz1
1615,10948595,Christopher Bolt,Christopher,Bolt,MBA Business Administration,Politics and International Relations,Andrew Allen,PGT,3,N,49,xdyos9
1616,10820901,John Bottomley,John,Bottomley,MBA Business Administration,Politics and International Relations,Andrew Allen,UG,2,N,42,juyey3
1617,10851626,Paul Boulton,Paul,Boulton,MSc Business and Management,Law,Simon Chew,UG,3,N,25,tpyna9
1618,10638547,Adrian Bracken,Adrian,Bracken,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,UG,2,N,4,dlycb6
1619,10481960,Neil Bradshaw,Neil,Bradshaw,BSc Hons Accounting and Business,Politics and International Relations,Kate Beard,PGT,2,N,26,vvywi7
1620,10512413,Sharon Brailey,Sharon,Brailey,BSc Hons Agricultural Business Management,Philosophy,Kevin Berry,UG,1,N,14,awyoy9
1621,10889337,Amanda Brierley,Amanda,Brierley,BA Hons Geography with Business,Biosciences,Kevin Berry,PGT,4,N,45,btyhh7
1622,10698531,John Brooks,John,Brooks,MSc Business and Management,Biosciences,Joshua Clarke,UG,1,N,5,lwyiw9
1623,10038200,Clarke Brothers,Clarke,Brothers,BA Hons Geography with Business,Biosciences,Kevin Berry,UG,3,N,7,afylu1
1624,10541804,Helen Brown,Helen,Brown,BA Hons Geography with Business,Law,Kevin Berry,UG,3,N,17,ogylw1
1625,10122891,Robert Brown,Robert,Brown,MBA Business Administration,Politics and International Relations,Kate Beard,UG,3,N,22,jvyco9
1626,10258950,Catherine Browning,Catherine,Browning,MSc International Business,Philosophy,Frances Coady,UG,2,Y,47,vmyed1
1627,10256166,Peter Burch,Peter,Burch,BA Hons Geography with Business,Philosophy,Andrew Allen,UG,1,N,19,bxyia4
1628,10128319,Christine Burchell,Christine,Burchell,MBA Business Administration,Biosciences,Allison Chan,UG,1,N,2,bfyia7
1629,10687551,Roy Burden,Roy,Burden,BSc Hons Accounting and Business,Law,Patricia Collins,UG,1,N,48,puyrs2
1630,10063653,Andrew Burrows,Andrew,Burrows,BSc Hons Agricultural Business Management,Philosophy,Kate Beard,UG,2,N,41,voyex4
1631,10215771,Jay Burrows,Jay,Burrows,BA Hons Geography with Business,Biosciences,Joshua Clarke,UG,1,N,12,dzyav8
1632,10145001,Rosa Bushell,Rosa,Bushell,MSc Business and Management,Business School,Frances Coady,UG,3,N,20,dvysf7
1633,10979374,Christopher Butterworth,Christopher,Butterworth,BSc Hons Accounting and Business,Philosophy,Joshua Clarke,UG,1,N,34,ikyeq4
1634,10687278,Andrew Carman,Andrew,Carman,MSc Business and Management,Law,Kevin Berry,PGT,3,Y,48,obycb2
1635,10489537,Melanie Carter,Melanie,Carter,BSc Hons Agricultural Business Management,Politics and International Relations,Frances Coady,UG,3,N,37,doyhc8
1636,10723950,Stephen Chadwick,Stephen,Chadwick,MBA Business Administration,Biosciences,Andrew Allen,UG,3,N,32,goybh9
1637,10036296,Andrew Challen,Andrew,Challen,MBA Business Administration,Law,Andrew Allen,UG,3,N,31,ouyyn7
1638,10128791,Chengyu Cheng,Chengyu,Cheng,MBA Business Administration,Business School,Allison Chan,UG,2,N,11,zeyoe9
1639,10773188,Patricia Child,Patricia,Child,MBA Business Administration,Law,Kate Beard,UG,3,N,49,loysn0
1640,10680285,Stephen Clark,Stephen,Clark,MBA Business Administration,Law,Joshua Clarke,UG,1,Y,10,zcyem8
1641,10232979,Julie Clarke,Julie,Clarke,BSc Hons Agricultural Business Management,Politics and International Relations,Kate Beard,UG,3,N,21,xqylf7
1642,10216434,Susan Clarke,Susan,Clarke,MBA Business Administration,Philosophy,Susan Burke,PGT,3,N,1,dmyqo7
1643,10540285,Jane Clarkson,Jane,Clarkson,MSc Business and Management,Philosophy,Andrew Allen,PGT,3,N,3,wiytz7
1644,10504560,Ivy Clemens,Ivy,Clemens,BA Hons Geography with Business,Business School,Simon Chew,UG,3,N,30,cmyfc6
1645,10760083,Gerard Clynes,Gerard,Clynes,MBA Business Administration,Business School,Frances Coady,UG,3,Y,44,eyypu4
1646,10075768,Damien Colton,Damien,Colton,MSc International Business,Law,Susan Burke,UG,1,N,26,njyhp6
1647,10709439,Rebecca Cook,Rebecca,Cook,MBA Business Administration,Philosophy,Simon Chew,UG,3,N,40,dsyyx9
1648,10383416,Charlotte Cooper,Charlotte,Cooper,MBA Business Administration,Politics and International Relations,Joshua Clarke,PGT,3,N,15,enylb4
1649,10386278,Sam Cooper,Sam,Cooper,BA Hons Geography with Business,Biosciences,Kevin Berry,UG,4,N,5,cjydm0
1650,10207274,Luisa Coupland,Luisa,Coupland,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,UG,1,N,46,quytm6
1651,10191884,Alexandra Cronshaw,Alexandra,Cronshaw,BSc Hons Accounting and Business,Philosophy,Joshua Clarke,UG,1,N,48,dxybf1
1652,10871056,Simon Crooks,Simon,Crooks,BSc Hons Accounting and Business,Politics and International Relations,Susan Burke,UG,2,N,41,xiyfu9
1653,10226654,Karen Crossley,Karen,Crossley,BSc Hons Accounting and Business,Business School,Susan Burke,PGT,1,N,23,ruyfx9
1654,10259547,Helen Dalton,Helen,Dalton,BA Hons Geography with Business,Law,Patricia Collins,UG,2,N,38,hzydw3
1655,10133640,Nicholas Dalton,Nicholas,Dalton,BA Hons Geography with Business,Biosciences,Kate Beard,UG,1,Y,28,styju9
1656,10067004,Alison Dawkins,Alison,Dawkins,BSc Hons Agricultural Business Management,Law,Kevin Berry,UG,2,N,33,sdyas2
1657,10374690,Peter Day,Peter,Day,MSc International Business,Business School,Patricia Collins,UG,2,N,33,dhygt0
1658,10497631,Caroline Deans,Caroline,Deans,BA Hons Geography with Business,Biosciences,Joshua Clarke,UG,1,N,41,rpyet7
1659,10871803,Craig Delaney,Craig,Delaney,MBA Business Administration,Biosciences,Kevin Berry,UG,1,N,20,rdylp7
1660,10614466,Lana Dodds,Lana,Dodds,BA Hons Geography with Business,Philosophy,Kate Beard,UG,1,N,22,abyvx5
1661,10676860,Ruth Dorman,Ruth,Dorman,BSc Hons Agricultural Business Management,Business School,Kevin Berry,UG,2,N,13,mqycb7
1662,10850722,Karen Dunn,Karen,Dunn,MSc Business and Management,Biosciences,Kate Beard,UG,1,N,14,utysz8
1663,10465233,Carol Dutton,Carol,Dutton,MBA Business Administration,Philosophy,Andrew Allen,UG,2,N,30,yiyjk7
1664,10148720,Patricia Edgar,Patricia,Edgar,MBA Business Administration,Philosophy,Simon Chew,UG,2,N,25,xhytc1
1665,10970237,Anthony Edwards,Anthony,Edwards,MSc International Business,Philosophy,Allison Chan,PGT,1,N,39,layai8
1666,10932973,Simon Eggins,Simon,Eggins,MBA Business Administration,Business School,Susan Burke,PGT,2,N,36,jcyyi5
1667,10381159,Nicholas Ellis,Nicholas,Ellis,BA Hons Geography with Business,Business School,Kevin Berry,UG,2,N,13,gdyni4
1668,10727893,Dean Fenner,Dean,Fenner,MBA Business Administration,Law,Susan Burke,PGT,1,N,48,taylc1
1669,10957958,Ian Ferrier,Ian,Ferrier,BSc Hons Accounting and Business,Politics and International Relations,Joshua Clarke,UG,1,N,18,whyvz9
1670,10423899,Tracy Finch,Tracy,Finch,MBA Business Administration,Law,Allison Chan,PGT,3,N,37,ifyns0
1671,10941280,Vanessa Firth,Vanessa,Firth,MSc International Business,Politics and International Relations,Andrew Allen,UG,4,N,9,elyhc4
1672,10091228,Aline Gardner,Aline,Gardner,BSc Hons Accounting and Business,Politics and International Relations,Simon Chew,UG,1,N,38,ghyxx1
1673,10475267,Susanna Gear,Susanna,Gear,MSc International Business,Biosciences,Frances Coady,PGT,2,N,46,pqysf7
1674,10108884,Fergus Geraghty,Fergus,Geraghty,MSc Business and Management,Biosciences,Patricia Collins,PGT,1,N,25,gvyey9
1675,10868047,Sheila Gilmartin,Sheila,Gilmartin,BA Hons Geography with Business,Biosciences,Susan Burke,UG,1,N,44,lxyce8
1676,10732806,Beverley Hague,Beverley,Hague,MSc Business and Management,Business School,Kate Beard,UG,2,N,19,kbyzd6
1677,10769127,Richard Hall,Richard,Hall,BSc Hons Agricultural Business Management,Law,Andrew Allen,PGT,2,N,13,pwylz3
1678,10450777,Vanessa Hall,Vanessa,Hall,MBA Business Administration,Business School,Joshua Clarke,UG,3,N,16,teyvf6
1679,10925907,Nicholas Hammans,Nicholas,Hammans,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,PGT,3,N,14,krybq0
1680,10867537,Jeremy Hampton,Jeremy,Hampton,BSc Hons Accounting and Business,Business School,Kate Beard,PGT,3,N,47,zcymd6
1681,10549762,Tiernan Hanby,Tiernan,Hanby,MSc Business and Management,Law,Andrew Allen,PGT,1,N,12,wzywd5
1682,10234874,Michael Hanna,Michael,Hanna,BSc Hons Agricultural Business Management,Politics and International Relations,Frances Coady,UG,3,N,30,npyke1
1683,10639045,Marcus Hannan,Marcus,Hannan,MSc International Business,Biosciences,Kevin Berry,UG,3,N,39,kpynd2
1684,10980550,Philip Harding,Philip,Harding,BSc Hons Accounting and Business,Law,Kevin Berry,UG,1,N,3,huysj0
1685,10313183,Barry Harlow,Barry,Harlow,MSc Business and Management,Biosciences,Kate Beard,UG,1,N,11,vtyxb6
1686,10381433,Dianne Harvey,Dianne,Harvey,BSc Hons Agricultural Business Management,Biosciences,Susan Burke,UG,4,N,42,ngycs8
1687,10302588,Naseem Hashmi,Naseem,Hashmi,MSc International Business,Business School,Susan Burke,UG,1,N,32,bmyih2
1688,10858725,Madeleine Hemingway,Madeleine,Hemingway,BSc Hons Agricultural Business Management,Politics and International Relations,Susan Burke,UG,3,N,38,heydj4
1689,10262789,Roy Hemming,Roy,Hemming,BA Hons Geography with Business,Biosciences,Patricia Collins,UG,1,N,2,jzyep6
1690,10142421,Julian Henwood,Julian,Henwood,BSc Hons Accounting and Business,Business School,Frances Coady,UG,2,Y,14,csylr1
1691,10636724,Bella Hesse,Bella,Hesse,MSc Business and Management,Law,Frances Coady,UG,1,N,39,mgyga9
1692,10543336,Leanne Hill,Leanne,Hill,BSc Hons Agricultural Business Management,Politics and International Relations,Kate Beard,UG,2,N,34,gzygq7
1693,10215883,Leslie Holgate,Leslie,Holgate,MBA Business Administration,Law,Allison Chan,PGT,2,N,24,wzyjn4
1694,10048507,Michael Horstead,Michael,Horstead,MSc Business and Management,Business School,Susan Burke,PGT,1,N,36,feyhu7
1695,10771056,Zahid Iqbal,Zahid,Iqbal,BA Hons Geography with Business,Business School,Andrew Allen,PGT,3,N,9,oxyhe4
1696,10185701,Akm Islam,Akm,Islam,BA Hons Geography with Business,Law,Kate Beard,UG,3,N,24,apyfy8
1697,10698962,Timothy Jackson,Timothy,Jackson,MSc International Business,Politics and International Relations,Patricia Collins,UG,1,N,32,fiyrm0
1698,10038031,Danny Jenkins,Danny,Jenkins,BSc Hons Accounting and Business,Business School,Susan Burke,PGT,1,N,49,xlyby9
1699,10826992,Paul Jobson,Paul,Jobson,MBA Business Administration,Law,Simon Chew,UG,2,N,49,cuyam8
1700,10450071,Adrian Johnson,Adrian,Johnson,MSc Business and Management,Business School,Andrew Allen,UG,1,N,18,ccymo1
1701,10248393,Michelle Johnston,Michelle,Johnston,MSc Business and Management,Politics and International Relations,Frances Coady,UG,2,N,42,vtyyy6
1702,10574115,Mike Jolly,Mike,Jolly,MSc Business and Management,Business School,Simon Chew,UG,2,N,41,lcych6
1703,10038164,Edward Jones,Edward,Jones,MSc Business and Management,Philosophy,Kevin Berry,PGT,1,N,9,atyio5
1704,10249366,Gareth Jones,Gareth,Jones,MSc Business and Management,Biosciences,Kate Beard,UG,1,N,39,uvyya8
1705,10372579,David Keen,David,Keen,BSc Hons Accounting and Business,Business School,Frances Coady,UG,1,Y,50,qtykr5
1706,10004690,Michael Kennedy,Michael,Kennedy,MBA Business Administration,Business School,Kate Beard,UG,4,Y,35,vhymf2
1707,10961188,James Kenyon,James,Kenyon,MSc International Business,Politics and International Relations,Patricia Collins,UG,2,N,19,uuygr4
1708,10412799,Johnathan Kershaw,Johnathan,Kershaw,BA Hons Geography with Business,Politics and International Relations,Andrew Allen,PGT,1,Y,37,jeyoy4
1709,10938541,Angela Latham,Angela,Latham,BSc Hons Agricultural Business Management,Biosciences,Patricia Collins,UG,1,N,49,zsyln6
1710,10556342,Michael Laughton,Michael,Laughton,BSc Hons Agricultural Business Management,Politics and International Relations,Joshua Clarke,UG,1,N,22,qkywf7
1711,10660531,Terence Legg,Terence,Legg,MSc International Business,Philosophy,Allison Chan,UG,1,N,44,xsyrd8
1712,10514605,Edna Leigh,Edna,Leigh,BSc Hons Agricultural Business Management,Business School,Susan Burke,UG,2,N,9,lzyak1
1713,10063404,Nicholas Lloyd,Nicholas,Lloyd,BA Hons Geography with Business,Biosciences,Joshua Clarke,UG,3,N,23,vnyxc9
1714,10822672,Franco Lombardi,Franco,Lombardi,BA Hons Geography with Business,Law,Joshua Clarke,UG,1,N,49,cuyxo0
1715,10854125,Audrey Longden,Audrey,Longden,MSc International Business,Philosophy,Joshua Clarke,UG,1,N,33,jlyoa4
1716,10180695,Louise Love,Louise,Love,MSc International Business,Philosophy,Kate Beard,PGT,1,Y,10,rnymd0
1717,10030751,Georgia Lund,Georgia,Lund,BSc Hons Agricultural Business Management,Law,Susan Burke,UG,2,N,49,tmyte1
1718,10863464,Vivienne MacKay,Vivienne,MacKay,MSc International Business,Business School,Andrew Allen,UG,1,Y,19,jyylx0
1719,10148812,Douglas MacMillan,Douglas,MacMillan,MSc Business and Management,Philosophy,Kevin Berry,UG,4,N,50,fyydi8
1720,10744532,Deborah Marsden,Deborah,Marsden,BA Hons Geography with Business,Philosophy,Frances Coady,PGT,2,N,18,geyey7
1721,10489549,Elizabeth Marsh,Elizabeth,Marsh,BA Hons Geography with Business,Philosophy,Frances Coady,PGT,3,N,15,pjyyl7
1722,10999343,Rose Martinez,Rose,Martinez,BSc Hons Accounting and Business,Politics and International Relations,Allison Chan,UG,3,N,46,gayun0
1723,10305517,Darlene Masters,Darlene,Masters,BA Hons Geography with Business,Politics and International Relations,Frances Coady,UG,1,N,3,rnynz7
1724,10115217,Malcolm May,Malcolm,May,BSc Hons Accounting and Business,Biosciences,Allison Chan,UG,3,N,29,xoydv7
1725,10281912,Katharine McCarthy,Katharine,McCarthy,MBA Business Administration,Biosciences,Andrew Allen,UG,2,N,5,ecyza1
1726,10995572,Wendy McNaught,Wendy,McNaught,BSc Hons Accounting and Business,Biosciences,Simon Chew,UG,1,N,31,qcytw5
1727,10539458,Helen McNulty,Helen,McNulty,BA Hons Geography with Business,Law,Simon Chew,UG,1,N,8,fayhl0
1728,10292737,Caroline Moore,Caroline,Moore,BA Hons Geography with Business,Politics and International Relations,Allison Chan,PGT,2,N,38,szymw9
1729,10171749,Philip Moore,Philip,Moore,BA Hons Geography with Business,Law,Joshua Clarke,PGT,4,N,28,ecytq5
1730,10738628,David Morris,David,Morris,MBA Business Administration,Politics and International Relations,Simon Chew,UG,1,N,44,veyrx9
1731,10865469,Douglas Mottershead,Douglas,Mottershead,BSc Hons Agricultural Business Management,Philosophy,Joshua Clarke,UG,2,N,50,utysx7
1732,10402465,Valerie Moul,Valerie,Moul,BA Hons Geography with Business,Politics and International Relations,Susan Burke,UG,1,N,46,ftyjg4
1733,10720621,Caroline Murden,Caroline,Murden,BSc Hons Accounting and Business,Politics and International Relations,Patricia Collins,PGT,3,N,35,ozynz3
1734,10739488,John Nash,John,Nash,BA Hons Geography with Business,Biosciences,Susan Burke,UG,1,N,25,fnywd0
1735,10953648,Lorna Neale,Lorna,Neale,MBA Business Administration,Business School,Allison Chan,UG,2,N,46,egyqr8
1736,10646118,Margaret New,Margaret,New,BSc Hons Agricultural Business Management,Business School,Kate Beard,PGT,3,N,4,aiyys0
1737,10218074,Doreen Oldridge,Doreen,Oldridge,BSc Hons Accounting and Business,Philosophy,Kevin Berry,UG,1,N,43,ejyhb3
1738,10679793,Bennett Opie,Bennett,Opie,BA Hons Geography with Business,Biosciences,Kevin Berry,UG,2,N,32,yvyuc6
1739,10836229,Leonard Oram,Leonard,Oram,MBA Business Administration,Philosophy,Andrew Allen,UG,3,N,17,tmyam9
1740,10541462,Aubrey Owusu,Aubrey,Owusu,MSc Business and Management,Politics and International Relations,Joshua Clarke,UG,3,N,19,rjyoi5
1741,10793034,Alice Palmer,Alice,Palmer,MBA Business Administration,Law,Kevin Berry,UG,1,N,4,byyxm8
1742,10172021,Kate Parkinson,Kate,Parkinson,BSc Hons Agricultural Business Management,Business School,Susan Burke,UG,3,N,16,tiyga0
1743,10624226,Myron Pascal,Myron,Pascal,BSc Hons Agricultural Business Management,Law,Susan Burke,UG,2,N,4,kuyqa6
1744,10109314,Mandar Patel,Mandar,Patel,MSc Business and Management,Law,Joshua Clarke,UG,3,N,7,wmyht1
1745,10263791,Rupert Patrick,Rupert,Patrick,MSc Business and Management,Law,Susan Burke,UG,1,N,48,vjych1
1746,10939031,John Paul,John,Paul,BA Hons Geography with Business,Politics and International Relations,Joshua Clarke,UG,3,N,23,cfypx6
1747,10122265,Magaret Pearce,Magaret,Pearce,BA Hons Geography with Business,Politics and International Relations,Frances Coady,UG,1,Y,27,rjyzh5
1748,10016613,Pamela Peers,Pamela,Peers,MSc International Business,Politics and International Relations,Kevin Berry,UG,4,N,16,ysycj9
1749,10794049,Brian Pryde,Brian,Pryde,MBA Business Administration,Law,Susan Burke,UG,3,N,25,gtyyv9
1750,10122719,Selwyn Pryor,Selwyn,Pryor,MSc Business and Management,Politics and International Relations,Simon Chew,UG,4,N,36,zzycy1
1751,10573509,Gillian Rafter,Gillian,Rafter,BSc Hons Agricultural Business Management,Business School,Kate Beard,UG,1,N,24,etyxm9
1752,10072977,Stuart Rice,Stuart,Rice,MSc Business and Management,Politics and International Relations,Joshua Clarke,PGT,2,N,6,woydx5
1753,10650676,David Richards,David,Richards,BA Hons Geography with Business,Biosciences,Kevin Berry,PGT,1,N,40,icyvh2
1754,10558075,Michael Richardson,Michael,Richardson,BSc Hons Agricultural Business Management,Business School,Patricia Collins,UG,3,N,44,pvywc5
1755,10892286,Patricia Riley,Patricia,Riley,MBA Business Administration,Philosophy,Kevin Berry,PGT,2,N,3,peyfs1
1756,10445144,David Roberts,David,Roberts,BSc Hons Agricultural Business Management,Biosciences,Joshua Clarke,UG,1,N,9,mnypi9
1757,10792843,Beryl Robey,Beryl,Robey,MSc Business and Management,Business School,Frances Coady,PGT,1,N,2,ynypb9
